opponent,mine,index
d1g4,f7f6,33
g4e6,g8g7,3
e6c6,c7c6,38
e5c6,g5f4,26
e4d5,c5c4,23
d3c4,b5c4,23
b2b7,g7g6,4
c6e7,g6g5,4
f1e1,a8d8,20
f2f3,f8f7,18
e1e6,d8d5,20
e6a6,d5d1,21
g1f2,d1d2,23
f2e1,d2c2,20
a6a5,g5h4,2
e7f5,h4g5,1
b7f7,c2c1,12
e1d2,c1g1,13
f7h7,g1g2,9
d2c3,g2f2,10
c3c4,f2f3,9
h3h4,g5g4,1
h7g7,g4h3,1
h4h5,f3f1,8
h5h6,f4f3,10
h6h7,f1c1,9
c4d5,c1d1,15
d5e6,d1e1,15
e6f6,f3f2,15
start,d2d4,19
d7d5,c1f4,26
g8f6,e2e3,30
c8f5,g1f3,37
e7e6,c2c3,36
b8d7,f1d3,37
f8e7,e1g1,42
e8g8,b1d2,38
f5d3,f1e1,34
d3f5,d2b3,35
f6e4,f3e5,32
d7e5,f4e5,31
e7f6,b3c5,32
b7b6,c5e4,40
f5e4,f2f3,32
e4f5,e3e4,30
d5e4,f3e4,33
f5g6,e5f6,33
d8f6,e4e5,27
f6f4,e1f1,27
f4e3,g1h1,1
g6d3,f1f3,31
d3e2,f3e3,31
e2d1,a1d1,20
a8c8,b2b3,25
c7c5,d4c5,25
c8c5,b3b4,28
c5b5,a2a4,27
b5d5,d1d5,24
e6d5,e3d3,15
f8d8,a4a5,16
b6b5,d3d4,15
d8e8,d4d5,16
f7f6,e5e6,17
e8e6,d5d8,19
g8f7,d8d7,20
f7e8,d7a7,19
g1f3,g7g6,19
d2d4,d7d6,20
c2c4,g8f6,27
b2b4,f8g7,30
g2g3,c8g4,33
f1g2,b8d7,35
e1g1,c7c5,35
d1a4,b7b6,33
d4c5,b6c5,30
b4b5,e8g8,33
b5b6,d7b6,31
a4c2,d6d5,35
c4d5,b6d5,37
f1d1,f6e8,38
f3e5,g7e5,40
g2d5,e5a1,42
d5f7,g8f7,3
d1d8,a8d8,35
c2c4,g4e6,4
c4f4,f7g7,4
f4h6,g7g8,3
b1d2,e8d6,41
f2f4,d6c4,40
d2c4,d8d1,35
g1g2,e6d5,40
g2h3,d1c1,40
c4e3,d5e6,44
g3g4,c1c3,39
f4f5,e6f5,30
g4f5,f8f5,24
h3g4,c3c4,26
e3c4,f5h5,24
h6d2,h5h2,24
d2d8,g8g7,1
d8e7,g7h6,2
e7g5,h6g7,0
g5e5,a1e5,4
c4e5,h7h5,18
g4g3,h2e2,16
e5f3,c5c4,25
f3g1,e2a2,25
g3f3,c4c3,23
g1e2,a2e2,20
f3e2,c3c2,11
e2d2,c2c1q,14
d2c1,g6g5,10
c1d2,h5h4,11
d2e2,g5g4,11
e2f2,g7g6,11
f2g2,g6g5,11
g2h2,g4g3,9
h2h3,a7a5,8
h3g2,a5a4,8
g2h3,a4a3,7
h3g2,a3a2,8
g2h3,a2a1q,10
h3g2,g5f4,28
g2h3,a1h1,27
e2e4,g7g6,19
b1c3,d7d6,20
g1f3,g8f6,27
f1c4,f8g7,30
d2d4,e8g8,33
h2h3,b8a6,31
c1g5,c7c5,29
d4c5,a6c5,32
e1g1,f6e4,36
c3e4,c5e4,35
d1d5,c8f5,34
d5b7,a8b8,36
b7a7,g7b2,39
a1d1,e4c3,41
g5e7,b8a8,39
a7e3,d8c7,41
d1d6,c7c4,50
e7f8,a8f8,55
f3e5,c4b4,49
d6b6,b4a5,44
b6b2,f8e8,40
e5c6,e8e3,46
c6a5,c3e2,33
g1h1,f5h3,32
g2h3,e3h3,25
h1g2,e2f4,25
g2g1,f4e2,25
g1g2,e2f4,25
g2g1,f4e2,25
e2e4,g7g6,19
g1f3,d7d6,20
f1c4,c8e6,27
d2d3,d8d7,28
c4e6,d7e6,25
e1g1,g8f6,32
b1c3,f8g7,34
d1e2,e8g8,37
d3d4,c7c5,35
d4d5,e6d7,30
f1e1,b8a6,33
c1f4,a6b4,37
a2a3,b4a6,42
a1d1,f8e8,37
e4e5,d6e5,36
f3e5,d7d8,37
e5c4,a6c7,30
f4e5,c7d5,29
e5f6,g7f6,32
c3d5,e7e6,30
d5f6,d8f6,3
c4d6,e8d8,33
d6b7,d8b8,35
b7c5,b8b2,32
d1b1,a8c8,35
c5e4,f6e5,41
b1b2,e5b2,40
e4d6,c8c2,39
e2d1,c2f2,37
d6c4,f2g2,39
g1f1,b2f2,40
start,d2d4,19
d7d5,c1f4,26
b8c6,e2e3,30
e7e6,f1d3,37
f8d6,g1h3,40
e6e5,f4g3,40
e5d4,e3d4,40
c6d4,e1g1,37
d6g3,f2g3,31
c8h3,g2h3,34
g8f6,f1e1,34
e8f8,d3f1,37
d8d6,d1d4,34
a8e8,b1c3,47
e8e1,a1e1,37
c7c5,d4a4,48
d5d4,c3e4,42
f6e4,e1e4,33
f7f5,a4e8,38
e2e4,g7g6,19
g1f3,d7d6,20
d2d4,g8f6,27
g2g3,f8g7,30
b1d2,b8a6,33
f1g2,c7c5,32
e1g1,e8g8,35
d4d5,c8g4,31
b2b3,e7e5,35
c1b2,a6b4,34
c2c4,b4d3,38
d1b1,g7h6,38
b1d3,h6d2,34
f3d2,a7a6,33
g2f3,h7h5,31
g1g2,d8d7,30
h2h3,g4h3,34
start,d2d4,19
d7d5,c1f4,26
b8c6,e2e3,30
e7e6,c2c3,37
g8f6,g1f3,38
f6e4,f4g3,35
e4g3,h2g3,30
f8d6,b1d2,35
e8g8,f1d3,36
g7g6,e1g1,45
a7a6,e3e4,36
f7f5,e4e5,34
d6e7,a2a3,33
c6a5,b2b4,33
a5c6,c3c4,32
d5c4,d3c4,30
b7b5,c4b3,29
c6d4,f3d4,26
d8d4,d2f3,25
d4d1,f1d1,22
c8b7,b3e6,30
g8g7,d1d7,33
f8e8,d7c7,32
b7f3,g2f3,31
a8c8,e6c8,32
e8c8,c7c8,24
h7h5,c8c7,27
g7h6,c7e7,24
e2e4,g7g6,19
d1f3,d7d6,20
f1c4,g8h6,27
c4b5,c8d7,4
b5c4,b7b5,27
c4b3,b8a6,24
g2g4,d7g4,25
f3f4,e7e5,30
f4e3,f8g7,34
f2f3,g4e6,35
b3e6,f7e6,29
g1h3,e8g8,29
h3g5,d8f6,27
b1c3,a6c5,27
c3b5,a8b8,31
b5c7,b8c8,35
c7b5,h6f7,30
b5a7,c8c7,30
a7b5,c7e7,33
h1g1,g7h6,30
h2h4,f7g5,30
h4g5,h6g5,32
g1g5,e7f7,32
d2d3,f6f3,30
e3g1,f3f1,41
g1f1,f7f1,28
e1e2,f8f2,34
e2e3,d6d5,29
d3d4,e5d4,30
e3d4,d5e4,30
d4c5,e4e3,23
g5e5,e3e2,23
b5c3,e2e1q,23
e5e1,f1e1,21
a2a4,f2f5,28
c5d6,e1e5,30
a4a5,e5c5,23
a5a6,c5c8,27
d6e6,f5f7,29
a6a7,c8c6,28
e6d5,c6f6,28
a7a8q,g8g7,1
b2b4,f6f5,18
d5e6,f7f6,21
e6e7,f5e5,20
e7d7,f6d6,29
d7d6,e5g5,18
a8a7,g7h6,4
start,d2d4,19
d7d5,c1f4,26
b8c6,e2e3,30
g8f6,f1b5,37
d8d7,c2c3,40
a7a6,b5d3,41
f6e4,d3e4,38
d5e4,g1h3,34
e7e5,f4g3,33
g7g6,e1g1,32
f8h6,b1d2,28
e8g8,d2e4,32
d7f5,e4c5,34
b7b6,c5d3,38
e5d4,g3c7,37
d4e3,f2e3,39
h6e3,g1h1,3
f5d5,f1e1,43
c8h3,d1e2,33
f8e8,a1d1,34
e3g5,e2f3,37
h3g2,h1g2,2
d5f3,g2f3,1
e8e1,d1e1,29
b6b5,d3e5,40
c6e5,e1e5,6
f7f5,b2b3,26
a8c8,e5c5,25
c8e8,c3c4,22
e8e3,f3f2,1
e3c3,c7e5,23
c3c2,f2g3,4
c2a2,c4b5,21
a6b5,c5c8,24
g8f7,c8h8,29
h7h5,h8h7,24
f7f8,h2h4,25
a2e2,e5d6,24
f8g8,h7b7,22
e2e3,g3f2,2
e3b3,h4g5,26
h5h4,d6e5,25
h4h3,f2g1,26
b3b1,g1h2,1
b1b3,e5g3,23
b5b4,g3d6,21
b3d3,d6b4,21
f5f4,b7b8,20
g8f7,b8f8,20
f7g7,f8f4,20
g7h7,f4h4,22
h7g7,h4h6,20
d3b3,b4f8,16
g7f8,h6g6,7
f8f7,g6f6,10
f7g7,f6d6,16
b3f3,d6h6,16
f3f5,h6h5,16
g7g6,h5h3,8
start,d2d4,19
f7f5,c1f4,27
e7e6,e2e3,31
g8f6,g1f3,38
b7b6,f1c4,37
c8b7,e1g1,42
d7d5,c4d3,36
f8e7,c2c3,36
e8g8,b1d2,38
f6e4,d3e4,40
d5e4,f3g5,34
e7g5,f4g5,34
d8g5,g2g3,30
f8f6,d2c4,30
f6h6,h2h4,32
h6h4,f1e1,29
g5h6,g3h4,31
h6h4,f2f4,29
h4g3,g1f1,1
g3h3,f1e2,2
b8d7,e1h1,24
h3g2,e2e1,0
g2h1,e1d2,2
h1g2,d2c1,2
b7a6,b2b4,25
e2e4,g7g6,19
d2d4,d7d6,20
f1c4,g8f6,27
b1c3,f8g7,30
g1f3,e8g8,33
c1g5,b8a6,30
c4a6,b7a6,27
g5f6,g7f6,23
e1g1,c7c5,26
c3d5,c8b7,28
d5f6,e7f6,2
d4d5,f8e8,21
c2c4,e8e4,24
d1c2,d8e7,33
b2b3,a8e8,32
c2d2,f6f5,32
d2h6,g6g5,32
f3g5,e4g4,30
h6h7,g8f8,0
e2e4,g7g6,19
b1c3,d7d6,20
f1c4,g8f6,27
g1f3,c8g4,30
d2d4,b8a6,32
c1g5,f8g7,32
h2h3,g4f3,35
d1f3,c7c5,29
d4d5,a6b4,29
e1g1,b4c2,34
a1c1,c2d4,34
c4b5,f6d7,4
f3f4,a7a6,32
b5d7,d8d7,2
f1e1,e7e5,41
d5e6,d4e6,37
f4g4,h7h5,35
g4g3,f7f6,36
g5d2,b7b5,37
c3d5,a8b8,34
g3g6,d7f7,2
g6f5,e6d4,32
f5f4,g7h6,36
d5f6,e8e7,3
f6d5,e7f8,5
f4d6,f8g7,3
d2h6,h8h6,2
d6e5,h6f6,5
d5f6,f7f6,38
e5b8,b5b4,31
c1c5,f6e7,31
start,d2d4,19
d7d5,c1f4,26
c8f5,e2e3,30
g8f6,c2c3,37
b8c6,g1f3,38
e7e6,f1b5,37
a7a6,b5c6,42
b7c6,e1g1,35
f8d6,f4g5,31
h7h6,g5f6,29
d8f6,b1d2,26
e8g8,g2g3,28
f5d3,f1e1,28
a8b8,b2b4,28
c6c5,d4c5,29
d6e7,e3e4,29
f6c3,e4d5,29
b8b4,e1e3,32
e7c5,d2e4,34
b4e4,e3d3,30
c3b2,d3b3,32
b2f2,g1h1,0
f8d8,d1d3,36
e4e3,d3c4,44
f2f3,h1g1,0
g1f3,g7g6,19
c2c4,g8f6,20
d2d4,f8g7,22
b1c3,d7d6,25
c1g5,e8g8,32
e2e4,c7c5,30
d4d5,b8a6,30
f1d3,e7e5,29
a2a3,h7h6,28
g5f6,g7f6,24
d1c1,g6g5,27
h2h4,g5g4,26
f3h2,h6h5,25
g2g3,c8d7,23
c1h6,a8b8,26
h2f1,b7b5,24
c3b5,d7b5,24
c4b5,a6c7,20
a3a4,a7a5,23
d3c4,f6g7,20
h6g5,f7f6,21
g5h5,d8d7,19
f1e3,c7e8,28
e3f5,f8f7,20
h5g4,g8f8,21
a1a2,g7h6,20
a2a1,e8g7,26
f5h6,d7g4,26
h6g4,g7h5,19
a1d1,f6f5,21
g4h6,f7f6,23
start,a2a4,19
e7e5,a1a3,20
f8a3,b1a3,19
d7d6,d2d4,19
c8g4,f2f3,26
g4e6,d4e5,26
h7h5,e5d6,28
e8f8,e2e4,28
c7d6,f1c4,34
b8c6,g1h3,37
d6d5,e4d5,39
e6h3,g2h3,34
d8f6,e1g1,32
c6e5,f3f4,29
f6g6,g1h1,2
g6e4,h1g1,2
e5c4,a3c4,23
a8d8,c4d2,27
e4d4,f1f2,2
d8d5,c2c3,21
d4e3,d1f3,22
d5d3,c3c4,25
h8h6,f3e3,24
h6g6,g1f1,3
d3e3,d2f3,12
e3b3,f3g5,18
g8h6,f2d2,19
g6a6,d2d8,24
f8e7,d8c8,29
a6a4,c8c7,24
e7d6,c7c8,21
d6d7,c8c5,24
f7f6,g5e4,21
a4a1,c5d5,23
d7e8,d5d1,29
e8f7,e4d6,25
f7e7,d6b5,21
a7a6,b5a3,23
g7g6,a3c2,20
a1a4,c2d4,23
b3h3,d1e1,21
e7f7,f4f5,25
h6f5,d4f5,27
g6f5,c1h6,19
h3b3,e1e3,24
b3b2,e3f3,22
a4a1,h6c1,0
e2e4,d7d6,19
d2d4,g7g6,26
f2f4,g8f6,27
b1c3,f8g7,30
g1f3,e8g8,33
f1d3,b8a6,31
e1g1,c7c5,30
d4d5,a6b4,31
h2h3,b7b6,36
d3c4,e7e6,34
a2a3,b4a6,31
e4e5,d6e5,25
d5e6,f7e6,33
d1d8,f8d8,23
f4e5,f6d5,30
c3d5,e6d5,23
c1g5,d8d7,25
c4b5,d7f7,22
a1e1,h7h6,29
g5d2,a6b8,29
b5d3,c5c4,32
d3g6,f7c7,30
e5e6,b8c6,27
d2f4,c7e7,30
g6f5,c6d8,31
c2c3,c8e6,27
f5g4,a8c8,29
f4d6,e7e8,31
e1e2,c8c6,27
d6g3,d8f7,27
f1e1,f7d8,32
e2e4,g7g6,19
d2d4,d7d6,20
g1f3,f8g7,27
f1d3,g8f6,31
e4e5,d6e5,33
d4e5,f6h5,35
d1e2,e8g8,35
e2e3,b8c6,33
e1g1,d8d5,34
c2c4,d5a5,43
f1e1,b7b6,41
c1d2,a5a6,40
c4c5,a6b7,37
d3e4,f7f5,32
e5f6,e7f6,34
f3d4,c8d7,30
e4c6,d7c6,32
g2g4,f8e8,33
e3b3,g8h8,3
d4c6,b7c6,29
c5b6,a7b6,42
e1c1,c6e4,44
c1c4,e4d5,47
c4b4,d5b3,54
b4b3,f6f5,31
g4h5,g6h5,35
b1c3,e8g8,33
g1h1,g7d4,27
c3e2,c7c5,37
b3b5,a8b8,34
e2d4,c5d4,22
d2f4,b8d8,20
a1d1,h7h6,20
b5b6,d8d5,20
a2a4,g8d8,23
d1e1,d4d3,18
e1g1,d3d2,17
f4e5,h8h7,1
g1g7,h7h8,0
g7g2,h8h7,1
g2g7,h7h8,0
e2e4,g7g6,19
d2d4,d7d6,20
b1c3,g8f6,27
c1g5,f8g7,29
e4e5,d6e5,32
f1b5,c7c6,6
d4e5,f6h5,35
b5e2,e8g8,36
g1f3,b8a6,35
d1d8,f8d8,26
g5e7,d8d7,34
e7a3,b7b5,29
g2g3,b5b4,30
e2a6,b4a3,30
a6f1,a3b2,30
a1b1,d7e7,29
b1b2,g7e5,30
f3e5,e7e5,27
e1d2,c8f5,34
f1d3,a8d8,35
h1b1,h5f6,40
a2a4,f6d5,42
b2b8,d8b8,35
b1b8,g8g7,2
f2f4,e5e6,30
c3d5,c6d5,21
b8b7,f5d3,26
c2d3,d5d4,22
b7a7,e6e3,19
a7b7,e3f3,17
d2e1,f3d3,13
e1e2,d3a3,15
b7d7,a3a4,17
e2d3,a4a2,16
d7c7,a2h2,21
c7b7,h2h3,19
b7a7,h3g3,13
d3d4,g3g4,18
a7a1,g4f4,15
d4c3,h7h5,21
c3d2,f7f5,21
d2e3,f4b4,18
e3d2,g6g5,23
d2e2,g5g4,24
e2f1,f5f4,22
f1g2,h5h4,21
a1a2,b4b3,21
a2a7,g7g6,6
a7a6,g6f5,6
g2h1,b3g3,19
a6a2,f4f3,16
a2f2,h4h3,10
f2b2,g3g2,10
b2g2,f3g2,11
h1h2,f5f4,11
h2g1,f4g3,8
e2e4,g7g6,19
g1f3,d7d6,20
d2d4,g8f6,27
b1c3,f8g7,30
c1g5,e8g8,32
e4e5,d6e5,30
d4e5,f6h5,34
d1d8,f8d8,27
g5e7,d8e8,35
e7g5,g7e5,31
e1d2,e5f4,36
g5f4,h5f4,33
a1e1,c8d7,37
c3e4,f4h5,37
e4c5,b7b6,35
e1e8,d7e8,1
c5b3,b8c6,22
d2c1,a7a5,24
f1c4,c6b4,23
a2a3,b4c6,27
h2h3,h5f4,23
b3d2,f4g2,27
c4b5,f7f6,25
h1d1,c6e5,26
b5f1,g2f4,32
f3e5,f6e5,28
h3h4,h7h5,28
b2b3,a5a4,26
d1e1,a4b3,26
c2b3,a8a3,28
c1b2,a3a5,28
d2c4,a5d5,30
e1e5,e8f7,29
b2c2,d5c5,25
c2c3,f4d5,22
c3d3,b6b5,18
d3d4,c5c6,18
c4a5,c6a6,24
b3b4,a6f6,23
e5d5,f7d5,18
d4d5,f6f2,18
f1b5,f2f5,21
d5c6,g6g5,17
b5d3,f5f3,18
d3e2,f3e3,20
e2c4,g8g7,4
c6c5,g5h4,22
c4d5,h4h3,21
a5b7,h3h2,21
c5c4,e3h3,26
b7c5,h2h1q,19
c5e6,g7f6,6
d5h1,h3h1,18
e6d4,h5h4,18
c4c3,h4h3,17
c3d2,h3h2,16
d4f3,h1d1,14
d2d1,h2h1q,11
f3e1,h1e4,26
e1c2,e4d5,34
d1c1,c7c5,36
b4c5,d5c5,32
c1b1,f6e5,31
b1a1,e5d5,26
a1b2,d5c4,24
b2a2,c5a7,24
a2b2,a7a4,24
b2b1,c4c3,19
c2b4,a4b4,19
b1a1,b4b2,25
start,a2a4,19
c7c5,d2d4,20
c5d4,d1d4,28
g8f6,e2e4,45
b8c6,d4d1,47
f6e4,c1e3,39
e7e6,f1b5,44
d7d5,b5c6,44
b7c6,d1h5,38
e4f6,h5e5,45
f6d7,e3g5,46
a8b8,e5f4,46
d8b6,b2b3,44
f7f6,g5h4,40
b6b4,f4d2,7
b4e4,g1e2,4
f8d6,e1g1,32
e4h4,g2g3,34
h4h3,e2f4,31
h3g4,f2f3,34
d6f4,d2f4,31
g4g6,h2h4,35
e6e5,f4g4,31
g6g4,f3g4,19
d2d4,h7h5,19
c2c4,h8h6,20
c1h6,g8h6,19
g1f3,d7d5,19
c4d5,d8d5,27
b1c3,d5a5,42
d1d2,e7e5,37
f3e5,f8b4,38
e5c4,b4c3,41
b2c3,a5d5,37
c4e3,d5c6,43
h2h4,b8a6,37
d4d5,c6d6,33
e3c4,d6c5,40
e2e4,b7b5,35
c4a5,b5b4,34
a5c4,b4c3,33
d2c3,a6b4,34
a2a3,b4a6,39
c3g7,h6g4,31
g7h8,e8d7,2
a1a2,a8b8,27
h8a1,f7f6,35
g2g3,g4e5,33
c4e5,f6e5,4
g3g4,h5g4,32
e1d1,d7d6,32
h1g1,c8d7,30
d1e1,b8f8,38
g1g3,f8f3,37
f1a6,f3g3,34
f2g3,c5g1,23
e1d2,g1f2,25
a6e2,f2g3,29
a1c3,g3h4,23
a2c2,g4g3,26
c3b4,c7c5,0
start,a2a4,19
b8c6,a1a3,20
e7e5,e2e4,26
h7h5,d2d4,35
e5d4,g1f3,44
f8a3,b1a3,36
d8e7,f1b5,35
e7e4,d1e2,4
f7f5,e1g1,33
h5h4,f3g5,34
e4e7,e2e7,40
c6e7,c1f4,29
c7c6,b5c4,35
d7d5,c4d3,36
h8h6,f1e1,37
h6h5,e1e5,45
c8d7,h2h3,38
e8c8,g2g3,38
e7g6,d3f5,38
d7f5,e5f5,31
g8e7,f5f7,31
h4g3,f2g3,30
g6f4,g3f4,24
d8e8,f7g7,23
e7f5,g7f7,26
f5d6,f7f6,27
c8d7,g5f7,26
d6e4,f6g6,25
h5h3,f4f5,27
e8e7,f5f6,27
e7f7,g1g2,16
h3h8,g2f3,16
c6c5,a3b5,19
h8h2,f3f4,20
d7e6,b5c7,20
f7c7,f6f7,15
e6e7,g6g7,26
e7f8,f4f5,16
h2h5,f5e6,4
d2d4,g7g6,19
c2c3,d7d5,20
b1d2,g8f6,27
d1c2,c8f5,29
c2b3,f8g7,34
e2e3,e8g8,37
c3c4,b8a6,36
b3b7,d8c8,35
b7c8,a8c8,32
a2a3,d5c4,32
h2h4,f6e4,33
f1c4,a6b8,33
h4h5,g6g5,33
h5h6,g7f6,31
d2e4,f5e4,24
f2f3,e4c2,28
c1d2,b8c6,26
a1c1,c2g6,29
g1e2,c8b8,27
c4a6,c6d8,31
b2b4,e7e5,25
d2c3,d8e6,24
d4d5,b8b6,30
a6c4,e6d8,33
e1f2,d8b7,27
c3a1,a7a5,31
a1c3,a5b4,30
c3b4,f8a8,29
c4b3,e5e4,34
c1c7,e4f3,33
g2f3,f6e5,36
c7c1,g6d3,43
h1h5,e5f6,48
c1c6,b6b5,37
e2g3,f6b2,37
g3e4,d3e4,37
f3e4,b2a3,31
h5g5,g8h8,0
b4c3,f7f6,0
start,d2d4,19
g7g6,c1f4,27
f8g7,e2e3,31
d7d6,c2c3,37
g8f6,g1f3,38
e8g8,b1d2,37
c8g4,f1e2,37
b8d7,e1g1,39
g4f3,e2f3,36
e7e5,f4g5,37
c7c6,d2e4,36
d6d5,g5f6,34
d7f6,e4g5,31
f6e8,h2h4,33
e5e4,f3g4,30
e8d6,d1b3,37
h7h6,g5h3,41
d8h4,g4e2,35
a7a5,h3f4,36
a5a4,b3b4,36
a8d8,g2g3,37
h4g5,b4a4,40
g5e7,b2b4,43
d8a8,a4b3,40
a8c8,a2a4,39
e7d7,b4b5,40
g8h8,b5c6,40
d7c6,e2b5,43
c6b6,f4d5,40
b6d8,a4a5,38
c8a8,b3b4,41
d6b5,b4b5,34
a8b8,d5b4,39
h8h7,a5a6,41
b7a6,b5a6,44
d8c8,a6a7,42
c8f5,b4c6,40
b8a8,a7e7,40
f5d5,c6b4,45
d5h5,f2f4,42
a8e8,e7h4,44
h5b5,a1a6,40
b5e2,f1a1,39
e2e3,g1h1,3
e8d8,b4c6,41
d8d6,c6e5,38
e3c3,a6d6,41
c3a1,h1h2,1
f8a8,h2h3,29
a1f1,h3g4,1
e2e3,g7g6,19
g1e2,d7d5,20
e2g3,g8f6,28
c2c3,f8g7,30
d2d4,e8g8,32
f1e2,c8f5,30
e1g1,b8d7,35
b1d2,e7e5,34
d1b3,e5e4,34
f2f3,d8e7,29
g3f5,g6f5,36
c3c4,c7c6,36
f1f2,g7h6,35
a1b1,a7a6,36
f3e4,f5e4,39
b3c3,b7b5,34
c4b5,a6b5,33
b2b4,a8a2,34
f2f5,f8a8,35
g2g4,h6e3,43
c3e3,a2a1,40
b1a1,a8a1,33
d2b3,a1b1,30
b3a5,e7b4,26
a5c6,b4e1,30
f5f1,e1h4,29
g4g5,f6g4,28
c6e7,g8h8,2
e2g4,h4g4,25
g1h1,f7f6,29
e3a3,f6f5,29
a3a8,h8g7,2
start,d2d4,19
g7g6,c1f4,27
f8g7,e2e3,31
d7d6,c2c3,37
g8f6,b1d2,38
c7c5,f1c4,42
b8d7,g1f3,46
a7a6,e1g1,45
h7h6,a2a3,41
e8g8,b2b4,42
b7b5,c4b3,40
c5c4,b3c2,32
f6d5,g2g3,34
d5c3,d1e1,34
c3d5,d2e4,33
c8b7,a3a4,34
a8c8,a4b5,35
a6b5,a1a7,39
b7c6,h2h4,40
d8b6,e1a1,40
d5b4,c2b1,49
c8a8,a7a8,42
f8a8,a1c3,35
b4d5,c3e1,36
f7f5,e4d2,28
e7e5,d4e5,23
c4c3,e5e6,23
d7f8,d2b3,25
d5f4,e3f4,28
a8e8,e1e3,29
b6e3,f2e3,26
c6b7,f3d4,28
b7d5,f1c1,26
b5b4,b1c2,26
f8e6,c1b1,25
g8f7,b3a5,26
g7d4,e3d4,23
e6d4,c2a4,22
e8e3,b1b4,23
e3e1,g1f2,1
e1e2,f2f1,1
d5g2,f1g1,0
d2d4,g7g6,19
c2c4,d7d6,20
b1c3,g8f6,27
g1f3,f8g7,30
e2e4,e8g8,33
c1f4,e7e5,31
d4e5,d6e5,31
f4e5,d8e7,35
c3d5,f6d5,36
e5g7,g8g7,40
d1d5,c8e6,39
d5d2,b8c6,38
h2h3,a7a6,44
h3h4,h7h5,45
d2c3,g7g8,6
f3d2,f7f5,39
c3g3,e7g7,45
a1b1,c6b4,43
g3b3,a6a5,42
b1d1,b7b5,44
a2a3,b4c6,43
d1b1,c6d4,43
b3c3,f8d8,40
c4b5,f5f4,42
b2b4,a5b4,46
a3b4,g7d7,49
f1d3,d4b5,46
d3b5,d7b5,40
c3f6,e6f7,52
f6f4,b5d3,50
h1h3,d3d4,49
b4b5,a8a2,49
b1d1,c7c5,50
h3f3,d8d7,46
f4e3,d4d6,43
e4e5,d6d5,39
e3f4,c5c4,36
e5e6,f7e6,38
f4f6,c4c3,39
e1f1,a2d2,42
d1e1,c3c2,39
f1g1,d2d1,39
f6c3,d7c7,42
c3a1,d1a1,49
e1a1,c2c1q,45
a1c1,c7c1,43
g1h2,e6g4,43
f3a3,d5b5,50
a3g3,b5f1,49
g3g4,h5g4,28
h2g3,f1d3,27
g3g4,d3f5,42
g4g3,c1h1,41
f2f4,f5d3,35
g3g4,h1g1,38
f4f5,g6f5,37
g4f4,g1g2,34
f4e5,d3e4,40
e5d6,g2d2,40
d6c7,e4c4,43
c7b8,d2b2,43
b8a8,c4a4,43
start,d2d4,19
g8f6,c1f4,27
d7d6,e2e3,30
b8d7,f1c4,37
e7e5,f4g5,41
a7a6,c2c3,42
c7c5,g5f6,44
d8f6,g1f3,40
c5d4,e3d4,41
d7b6,b1d2,38
c8f5,e1g1,39
e5e4,f3e1,34
d6d5,g2g4,34
f6g6,h2h3,33
h7h5,f2f3,33
h5g4,h3g4,33
g6h6,g1f2,30
d5c4,g4f5,29
b6d5,d2e4,27
h6e3,f2g2,1
h8h6,e1c2,28
e3f4,f1h1,29
e8c8,h1h6,36
g7h6,d1h1,31
d8e8,h1h3,36
f8d6,e4d6,33
f4d6,g2f2,27
d5f4,h3g3,28
e8e2,f2f1,1
e2c2,a1e1,24
c8c7,e1e4,29
f4d5,g3d6,32
c7d6,e4h4,17
d5e3,f1e1,1
e3f5,h4h5,15
d6e6,e1d1,14
c2f2,a2a4,14
f2f3,d1e2,15
f3d3,b2b4,13
f5g3,e2f2,1
start,d2d4,19
d7d5,c1f4,26
e7e6,e2e3,30
c7c5,c2c3,39
d8b6,b2b3,40
b8c6,g1f3,37
g8f6,b1d2,36
c5d4,e3d4,38
h7h6,f1d3,35
a7a6,e1g1,45
d2d4,g7g6,19
c2c4,d7d6,20
g1f3,g8f6,27
b1c3,f8g7,30
e2e4,e8g8,33
f1e2,c8g4,31
e1g1,g4f3,33
e2f3,b8c6,27
c1e3,e7e5,30
d4d5,c6b4,28
f3e2,c7c5,31
h2h3,d8a5,32
e2f3,b7b6,36
c3b5,a5a6,31
d1b3,f6d7,31
b5c7,a6b7,32
c7b5,a7a5,32
b5d6,b7c7,35
d6b5,c7b8,34
b3d1,a5a4,28
g1h2,d7f6,29
a2a3,b4a6,30
g2g4,h7h5,24
d5d6,h5g4,25
h3g4,f6h7,24
h2g2,g7f6,21
d1d2,b8d8,22
d2d5,h7g5,22
f3e2,g5e6,24
e2e4,g7g6,19
d2d4,d7d6,20
g1f3,g8f6,27
e4e5,f6d5,30
f1c4,c7c6,31
e1g1,f8g7,33
b1c3,e7e6,38
c1g5,f7f6,36
c4d5,c6d5,29
g5f6,g7f6,26
c3d5,e6d5,28
a2a3,e8g8,32
b2b3,c8g4,32
a3a4,d8d7,35
c2c3,b8c6,40
d1e2,f6g5,47
h2h3,g4f3,52
e2d3,f3g2,54
f1e1,g2e4,55
e5e6,d7e6,50
d3d1,g5h4,55
e1e2,e4f3,53
e2e6,f3d1,41
g1h1,f8f2,42
a1d1,a8f8,41
h1g1,f8f3,44
e6e8,g8f7,2
e8a8,f3h3,38
c3c4,h3h2,43
c4d5,f2g2,35
g1f1,g2f2,35
f1g1,f2g2,35
g1f1,g2a2,35
