opponent,mine,index
f2f3,b5c4,34
a2a4,c4c3,33
f1c1,a8c8,34
d2b3,f6h5,30
a1b1,h5g3,31
g1h2,g3h5,35
b3a5,d7f6,30
a5b3,c7c4,30
h2g1,h5g3,37
g1h2,g3e2,43
c1d1,f6h5,40
e3g5,h5g3,38
b1a1,f7f6,40
g5e3,f6f5,42
e3a7,f5e4,42
b4b5,e4f3,44
c2e2,g3e2,49
a7f2,c4b3,45
a4a5,c3c2,43
d1c1,e2c1,45
a1c1,b3b2,39
g2f3,b2c1,35
f2e3,c1e3,36
a5a6,c2c1q,48
a6a7,e3f3,60
a7a8r,c1c2,69
h2g1,f3a8,68
b5b6,c2a2,61
b6b7,a8b7,54
h4h5,g6h5,69
start,d2d4,19
d7d5,c1f4,26
e7e6,g1f3,30
g8f6,e2e3,33
f6h5,f1b5,36
c8d7,b5d7,42
b8d7,c2c3,34
h7h6,e1g1,35
h5f6,b1d2,32
c7c5,d1a4,36
d8b6,b2b4,45
c5d4,e3d4,44
a8c8,a1c1,41
g7g5,f4e3,39
b6a6,a4a6,33
b7a6,a2a4,25
g5g4,f3e5,24
f8d6,e5d7,31
d6h2,g1h2,1
g4g3,h2g3,4
h8g8,g3h2,5
e8d7,h2g1,26
g8h8,c3c4,23
d7e7,c4d5,24
a6a5,c1c8,30
f6g8,b4a5,35
e6e5,c8c7,34
e7d6,c7f7,32
d6d5,f1b1,32
e5e4,b1b5,39
d5e6,f7a7,42
g8f6,a7a6,39
e6e7,b5b7,36
f6d7,d2c4,35
h8h7,c4e5,37
e7e8,e3h6,39
h7h6,a6h6,32
e8d8,b7d7,40
d8c8,d7g7,39
c8b8,h6h8,42
e2e4,g8f6,19
b1c3,g7g6,21
g1f3,d7d6,22
d2d4,f8g7,30
g2g3,c8g4,33
h2h3,g4f3,35
d1f3,e8g8,29
h3h4,b8d7,27
f1c4,c7c5,29
d4d5,d8a5,28
e1g1,a5b4,36
f3e2,e7e5,36
d5e6,f7e6,36
c4e6,g8h8,1
a1b1,d7b6,39
e4e5,f6d5,43
c3e4,g7e5,46
c1h6,f8e8,47
e2g4,b4c4,42
h4h5,e8e6,43
h5g6,e6g6,43
g4h4,c4c2,46
f1c1,c2e2,48
e4g5,e2d2,49
c1e1,e5f6,48
h6f8,a8f8,47
start,d2d4,19
g8f6,c1f4,27
g7g6,e2e3,31
f8g7,c2c3,38
b8c6,f1c4,39
d7d6,g1f3,42
e8g8,b1d2,43
c8g4,e1g1,43
e7e6,h2h3,38
d6d5,c4d5,40
e6d5,h3g4,36
f6g4,f3g5,33
g4f6,f4e5,39
d8e7,e5f6,41
e7f6,g5h3,35
a7a6,d1g4,31
h7h5,g4d7,39
a8e8,d7c7,38
b7b5,b2b4,42
f6e6,a2a4,40
e8e7,c7f4,41
c6a7,a4b5,39
e6g4,a1a6,40
g4e2,f1a1,45
e2d2,a6a7,44
d2c3,a7e7,43
c3b2,a1a7,44
b2d2,f4d6,41
d2e2,h3f4,43
e2g4,f4d5,44
g4f5,e7f7,46
f5b1,g1h2,0
b1g1,h2g1,2
f8f7,d5e7,43
f7e7,d6e7,37
g7d4,a7a8,36
d2d4,g8f6,19
g1f3,g7g6,21
c1f4,d7d6,22
e2e3,f8g7,30
c2c3,e8g8,33
f1d3,c8g4,31
b1d2,b8d7,33
h2h3,g4f3,33
d2f3,f6d5,29
e1g1,f7f6,35
d1b3,d7b6,26
a1d1,e7e5,25
d4e5,d6e5,26
e3e4,e5f4,26
e4d5,b6d5,27
d3e4,c7c6,23
e4d5,c6d5,3
b3b7,f6f5,22
b7d5,g8h8,2
d5b5,d8f6,33
b5b4,f8e8,29
d1d7,g7f8,36
b4f4,a8b8,39
f3g5,f8h6,42
d7h7,h8g8,0
f4c4,g8f8,3
c4c5,e8e7,3
h7e7,f6e7,28
g5e6,f8e8,2
e6c7,e8f8,4
c5c6,b8c8,42
a2a3,c8c7,37
c6f3,h6d2,39
g2g3,g6g5,40
f1d1,c7d7,36
g1h2,e7e5,35
a3a4,g5g4,45
f3a8,f8e7,5
h3h4,f5f4,39
d1f1,f4g3,38
h2g2,e5h5,41
f2g3,h5h6,31
f1f5,d7d8,32
a8e4,e7d7,2
h4h5,d2c1,32
g2h1,d8e8,32
f5f7,d7d8,3
start,d2d4,19
d7d5,c1f4,26
g8f6,e2e3,30
c8f5,g1f3,37
e7e6,b1d2,36
f8d6,c2c3,35
d6f4,e3f4,33
f6e4,f1d3,31
b8d7,e1g1,38
e4d2,d1d2,33
f5e4,d3e4,35
d5e4,f3e5,30
e8g8,f2f3,35
d7f6,f3e4,37
f6e4,d2d3,37
e4d6,f4f5,45
d6f5,f1f5,44
f7f6,f5h5,45
f6f5,g2g4,45
g7g6,h5h3,45
f5f4,a1f1,43
d8d5,c3c4,41
d5d6,c4c5,43
d6e7,e5g6,47
e7g7,h3f3,46
f8f6,f3f4,42
f6g6,h2h4,43
g7d7,h4h5,43
g6g5,d3f3,43
d7e8,f3b7,37
a8b8,b7a7,40
e6e5,f4f6,34
g5g4,g1h1,2
d2d4,e7e5,19
c2c4,b8c6,30
e2e3,g8f6,32
b1c3,f8b4,30
g1e2,b4c3,34
b2c3,e8g8,28
d1b3,e5d4,26
e3d4,d7d6,25
d4d5,c6a5,30
b3a4,c7c5,28
d5c6,b7c6,30
c1f4,c8a6,30
a1d1,a6c4,29
d1d6,d8b6,33
f4e3,b6c7,43
d6f6,g7f6,37
e2g3,c4f1,36
h1f1,a8b8,28
g3f5,b8b1,32
e1e2,f8b8,36
a4g4,g8f8,1
g4g7,f8e8,0
g7g8,e8d7,0
g8f7,d7c8,1
f7g8,c8b7,2
f1b1,b7a8,3
g8g7,c7h2,32
e2e4,g7g6,19
d2d4,g8f6,20
f2f3,d7d6,22
f1d3,f8g7,30
g1e2,e8g8,33
e1g1,b8d7,31
c1e3,b7b6,26
c2c4,c8b7,26
d1e1,c7c5,32
e1d1,e7e6,31
d3c2,d6d5,31
e3g5,h7h6,28
g5h4,g6g5,29
h4f2,d5e4,29
f3e4,b7e4,30
c2d3,e6e5,33
d3e4,f6e4,23
d4d5,f7f5,27
b2b3,g5g4,29
d1d3,d7f6,32
f2e1,h6h5,32
f1f5,h5h4,31
f5e5,g4g3,32
h2g3,h4g3,33
e2g3,d8d6,31
e5e6,d6d7,38
g3e4,f6e4,35
d3e4,g7a1,40
b1c3,a1c3,37
e1c3,d7f7,33
e6g6,g8h7,2
g6g3,h7h6,2
c3g7,h6h5,1
start,d2d4,19
e7e6,c1f4,27
d7d5,c2c3,30
f8d6,e2e3,30
c7c5,g1f3,38
e8f8,b1d2,37
d6f4,e3f4,34
g8e7,f1d3,33
b8d7,e1g1,43
d8c7,c3c4,39
h7h5,c4d5,35
e6d5,a1c1,38
b7b6,d4c5,40
h5h4,d2b3,40
d7c5,b3c5,38
b6c5,b2b4,37
c5c4,d1a4,33
c7d6,d3b1,40
a7a6,f3d4,35
d6b6,b4b5,38
c8d7,b1f5,35
e7f5,d4f5,30
b6c5,g2g4,31
g7g6,f5e3,31
a8e8,f1e1,31
a6b5,a4a6,34
f8g7,f4f5,38
e8a8,f5f6,39
g7h6,g4g5,36
h6h7,a6b7,36
d7e6,e3g4,37
h8b8,b7e7,34
c5e7,f6e7,24
e6g4,g1g2,24
b5b4,h2h3,26
g4h5,e1e5,26
c4c3,e5d5,27
h5e2,d5e5,31
e2h5,c1e1,30
b8e8,e5b5,26
h7g7,b5b4,28
c3c2,f2f3,33
e8e7,e1c1,34
a8a2,b4c4,27
e7e2,g2f1,2
e2h2,f1g1,20
h2d2,c4h4,21
d2d1,g1f2,3
d1c1,f2g3,12
d2d4,g7g6,19
g1f3,g8f6,20
c1f4,d7d6,22
e2e3,f8g7,30
h2h3,e8g8,33
f1e2,c8f5,31
g2g4,f5e4,34
b1c3,b8d7,32
g4g5,e4f3,33
e2f3,f6h5,28
h3h4,h5f4,31
e3f4,e7e5,29
d1d2,e5f4,30
e1c1,c7c5,30
d4c5,d7c5,33
h1e1,d8a5,35
a2a3,b7b5,38
c3e2,b5b4,39
d2b4,a5a6,37
e2f4,a8b8,39
f4d5,b8b4,41
d5e7,g8h8,0
a3b4,a6a1,37
c1d2,a1b2,35
b4c5,d6c5,34
f3d5,f8d8,33
d1b1,b2d4,37
d2e2,d4e5,37
e2d2,d8d5,38
e7d5,e5d5,31
d2c1,h7h5,36
b1b8,h8h7,2
b8b3,c5c4,35
b3g3,d5d4,36
g3e3,d4f4,30
e1e2,g7d4,31
c1d1,d4e3,32
f2e3,f4f1,24
e2e1,f1f3,19
d1d2,f7f5,25
e1b1,f5f4,22
b1b4,f3e3,21
d2d1,f4f3,27
b4b7,h7g8,2
c2c3,f3f2,22
b7b8,g8h7,3
b8f8,e3d3,25
d1c1,f2f1q,24
f8f1,d3f1,22
c1c2,f1h3,22
c2d1,h3h4,19
d1c1,h4g5,15
c1b1,h5h4,25
b1c2,h4h3,25
c2b2,h3h2,26
b2a3,h2h1q,29
a3b2,g5e3,44
b2a3,e3c3,47
a3a4,h1a1,45
a4b5,a1a5,38
b5c6,c3f6,40
c6b7,a5e5,48
b7a8,e5e8,49
a8a7,e8e7,47
a7a8,f6f8,45
start,d2d4,19
d7d5,c1f4,26
g8f6,e2e3,30
c8f5,c2c3,37
e7e6,g1f3,38
c7c6,f1e2,38
f8d6,e1g1,37
f6h5,b1d2,34
d6f4,e3f4,32
h5f4,f3e5,30
h7h5,h2h4,39
f7f6,f2f3,38
e8g8,g2g4,34
f6e5,g4f5,29
f8f5,d4e5,26
d8h4,d1e1,22
h4g5,g1h1,3
start,d2d4,19
d7d5,c1f4,26
e7e6,e2e3,30
c7c5,c2c3,39
b8c6,f1d3,40
g8f6,g1f3,45
d8b6,e1g1,46
b6b2,b1d2,40
c5c4,d3c2,40
b7b5,f3e5,37
c6e7,a2a4,42
e7g6,a4b5,42
g6f4,e3f4,45
b2c3,e5c6,44
c8d7,c2a4,43
c3b2,c6e5,35
b2d4,e5c6,35
d4c5,d2f3,35
f8d6,f3e5,37
e8g8,e5d7,40
f6d7,d1g4,34
d5d4,f1d1,39
h7h5,g4h4,39
d4d3,a1c1,34
a7a6,b5b6,34
d7b6,d1d3,33
b6a4,d3d6,41
g8h7,c1d1,37
f7f6,c6e7,35
a8a7,e7g6,36
f8a8,h4g3,34
a4b2,d1d4,38
c5f5,h2h4,32
a6a5,d6b6,30
b2a4,b6d6,37
a7c7,g3a3,30
f5c2,f4f5,37
a4c5,f5e6,42
h7g6,e6e7,36
c5e4,d6e6,39
c2f2,g1h1,1
f2d4,e7e8q,29
a8e8,e6e8,29
e4f2,h1h2,1
f2g4,h2h3,2
g4f2,h3g3,1
c4c3,a3c1,28
c7c4,c1c2,31
g6f7,e8h8,31
d4e3,g3h2,0
f2g4,h2h1,0
e2e4,g7g6,19
d2d4,g8f6,20
b1c3,d7d6,22
f1d3,f8g7,30
g1f3,e8g8,33
d1d2,b8d7,31
d2f4,e7e5,26
f3e5,d6e5,26
d4e5,f6h5,24
f4g5,d7e5,27
g5d8,f8d8,30
c3d5,c8e6,35
d3e2,c7c6,39
d5c7,a8c8,44
c7e6,f7e6,34
e1g1,h7h6,34
f2f4,e5d7,33
e4e5,d7c5,27
c1e3,c5e4,33
e2d3,b7b5,34
d3e4,c6c5,27
g2g3,g8h7,28
e4b7,c8c7,28
b7g2,g6g5,33
f4g5,h6g5,34
e3g5,d8g8,34
a1e1,g7h6,26
g5h6,h7h6,29
e1d1,g8g5,31
c2c4,b5c4,25
f1e1,c7g7,24
e1e2,g5g4,20
d1d6,g7g6,24
e2f2,g4d4,19
f2d2,g6g4,23
d2e2,d4d6,25
e5d6,h5f6,20
e2e6,h6g7,16
g2h3,g4d4,23
h3f5,d4d1,24
g1f2,f6d5,27
f2e2,d1d4,24
e6e4,g7f6,20
start,d2d4,19
g8f6,c1f4,27
g7g6,e2e3,31
f8g7,c2c3,38
d7d5,f1d3,38
e8g8,g1f3,42
c8g4,b1d2,42
b8d7,e1g1,46
c7c5,d4c5,44
e7e5,f4g3,42
f6h5,h2h3,40
h5g3,f2g3,39
g4e6,c3c4,41
g7h6,c4d5,37
h6e3,g1h2,2
e6d5,c5c6,39
b7c6,f1e1,38
d8b6,d1e2,39
e3f2,e1f1,39
f2e3,a1e1,39
e3h6,b2b3,35
f7f6,a2a4,33
d7c5,d3c4,33
g8g7,c4d5,29
c6d5,e2f2,29
b6b4,e1c1,27
c5e6,c1c6,36
e6d8,c6c7,40
g7g8,c7a7,42
d8f7,f1c1,35
a8d8,c1c7,44
e5e4,a7b7,37
b4d6,f2a7,38
d8a8,a7d4,38
d6e6,b7b6,45
f7d6,c7c6,49
d6f5,d4f6,42
e6d7,c6d6,46
d7e8,b6b7,42
e4f3,g2f3,45
e8e2,h2h1,1
f5g3,h1g1,0
e2e4,g7g6,19
d2d4,g8f6,20
g1f3,f8g7,22
b1c3,e8g8,25
f1c4,d7d6,24
e1g1,c8g4,31
h2h3,g4f3,33
d1f3,b8d7,27
b2b3,e7e5,29
f1d1,e5d4,28
d1d4,f6h5,28
d4d5,g7c3,34
f3c3,c7c6,28
d5h5,g6h5,26
c1h6,d8f6,24
c3g3,g8h8,3
a1d1,f6h6,36
g3d6,d7f6,33
d6e7,a8e8,29
e7d6,h6g7,28
d6g3,g7g3,27
f2g3,f6e4,22
d1f1,e4d2,26
f1f7,f8f7,26
c4f7,e8e1,26
g1f2,e1a1,27
f7h5,a1a2,21
f2e1,a2c2,20
h5d1,c2c1,20
e1d2,c1b1,15
g3g4,b7b5,13
d1c2,b1b2,16
d2c1,b2a2,11
g4g5,a7a5,14
c1b1,a2a3,11
b1c1,a5a4,10
b3a4,b5b4,16
c1b2,c6c5,15
h3h4,c5c4,15
g2g4,c4c3,15
b2b1,b4b3,8
a4a5,b3b2,9
c2f5,a3a1,9
b1c2,b2b1q,18
c2c3,b1c1,25
c3d3,a1a4,27
h4h5,c1a3,32
d3c2,a4b4,25
c2d1,b4b2,28
f5c2,a3a1,27
d1e2,b2c2,22
e2d3,a1c3,33
d3e4,c3c5,32
e4f3,c2c4,34
a5a6,c5a3,31
f3g2,c4c2,34
g2h1,a3c1,35
start,d2d4,19
d7d5,c1f4,26
f7f6,e2e3,30
a7a6,b1c3,37
b8c6,f1d3,41
e7e5,f4g3,44
e5d4,e3d4,44
c8e6,g1e2,42
g7g5,e1g1,37
g8h6,f2f3,34
f8d6,g3d6,36
d8d6,g2g3,33
e8c8,f3f4,32
e6g4,f4g5,32
f6g5,d1d2,36
d6e7,h2h4,44
h8g8,h4g5,45
h6f7,g5g6,42
h7g6,e2f4,42
e7b4,f4g6,45
f7d6,f1d1,51
c6d4,g1f2,42
g8h8,g6h8,41
d8f8,f2g2,6
g4f3,g2f2,4
b4b6,c3d5,40
f3d5,f2e3,5
e2e4,g7g6,19
d2d4,g8f6,20
d1e2,f8g7,22
b1c3,d7d6,25
e2d3,e8g8,33
g1f3,c8g4,31
e4e5,d6e5,33
d4e5,f6h5,35
f1e2,b8d7,35
e1g1,g4f3,33
d3f3,d7e5,29
f3b7,h5f4,34
e2b5,e5g4,39
f1d1,d8c8,43
b7c8,a8c8,35
c1f4,e7e5,29
f4g5,h7h6,23
g5d2,f8d8,22
b5a6,c8b8,26
b2b3,e5e4,32
c3e4,g7a1,37
d1a1,f7f5,30
d2a5,d8d7,32
e4c5,d7d6,34
a6f1,b8d8,36
c5b7,d6d1,32
h2h3,d1a1,37
b7d8,g4h2,20
g2g4,a1f1,19
g1h2,f5g4,18
h2g3,f1g1,17
g3h4,g6g5,19
h4h5,g1h1,17
c2c3,h1h3,17
h5g6,h3d3,15
d8f7,g4g3,17
f2g3,d3g3,16
f7h6,g8f8,1
h6f5,g3g2,13
a2a4,g2c2,15
c3c4,g5g4,15
a5c7,g4g3,14
c7d6,f8g8,1
f5h6,g8h8,0
start,d2d4,19
g8f6,c1f4,27
d7d6,e2e3,30
h7h6,g1f3,37
b8d7,c2c3,36
g7g5,f4g3,36
g5g4,f3h4,34
a7a6,f1d3,34
c7c5,b1d2,42
d6d5,e1g1,49
h6h5,h4f5,45
e7e6,f5h4,46
d8b6,f2f3,45
b6b2,f3g4,43
f6g4,g3f4,49
b2c3,d1e2,45
f8e7,a1c1,45
c3b4,h2h3,47
e7h4,h3g4,45
h5g4,e2g4,45
b4d2,f4e5,49
d7f6,e5f6,53
d2e3,f1f2,2
h4f2,g1f1,0
e2e4,g8f6,19
b1c3,g7g6,21
d2d4,f8g7,22
f1e2,d7d6,25
g1f3,e8g8,33
e1g1,c8g4,31
e4e5,d6e5,33
d4e5,f6d7,37
f1e1,g4f3,30
e2f3,b8c6,25
f3c6,b7c6,26
d1d2,d7e5,24
d2f4,f7f6,30
f4b4,a8b8,31
b4a4,f6f5,36
b2b3,e7e6,37
a4a5,d8d4,39
c1a3,e5g4,49
h2h3,d4f2,51
g1h1,g4e3,48
e1g1,f8f7,46
a5a7,e3c2,45
a7b8,g7f8,1
a3f8,c2a1,32
f8h6,f7f8,0
start,d2d4,19
d7d5,c1f4,26
e7e6,e2e3,30
g8f6,g1f3,37
f8d6,b1d2,35
e8g8,c2c3,35
d6f4,e3f4,33
c7c5,f1d3,33
d8b6,e1g1,43
b8c6,d1e2,39
c5d4,c3d4,43
a7a6,f3e5,40
c6d4,e2e3,46
c8d7,b2b3,47
d7b5,g2g3,44
f8c8,d3b5,42
a6b5,a2a4,36
b5b4,f1e1,36
c8c3,a4a5,37
b6c5,d2e4,38
d5e4,e3d2,35
c3c2,a1c1,38
c2d2,c1c5,28
a8d8,e1c1,33
d4b3,c5c8,32
h7h5,c8d8,36
d2d8,c1b1,28
b3a5,b1b4,23
d8c8,f2f3,25
e4e3,g3g4,23
c8c1,g1g2,0
c1c2,g2g3,4
g7g6,g4h5,22
a5c6,e5c6,23
b7c6,h5g6,17
f6h5,g3h4,2
f7g6,b4b8,15
g8f7,h4g5,18
c2g2,g5h6,1
g2h2,h6h7,16
e2e4,g7g6,19
g1f3,f8g7,20
b1c3,g8f6,25
d2d4,e8g8,25
d4d5,e7e6,23
c1g5,h7h6,23
g5h4,g6g5,24
h4g3,d7d6,24
h2h3,e6e5,27
d1d3,b8d7,29
a2a3,b7b6,23
a1b1,c8b7,23
b2b4,a7a5,28
c3b5,b7a6,29
c2c4,a5b4,27
d3c2,b4a3,27
b5a3,d7c5,27
f1d3,d8b8,33
a3b5,a6b5,31
c4b5,a8a3,35
f3e5,d6e5,40
d3e2,c5e4,42
g3e5,b8e8,41
b1a1,a3a1,41
e5a1,e8a8,27
a1d4,c7c5,36
d5c6,f8d8,33
c6c7,d8c8,38
d4b6,a8a1,34
e2d1,e4f2,38
e1g1,f2e4,38
d1f3,a1e5,40
c2b1,f6d5,40
f1d1,d5b6,44
d1d8,g7f8,3
d8c8,b6c8,38
f3e4,e5c7,35
g1h1,c8d6,34
b5b6,c7e7,28
e4f3,f7f5,26
b6b7,d6b7,29
b1b3,g8h7,4
b3b7,h7g6,12
b7b1,h6h5,26
f3d5,g5g4,27
d5c4,g4h3,31
b1g1,e7h4,32
g2h3,g6h6,5
c4f1,f5f4,22
g1d4,f8e7,18
d4d5,h4e1,18
h1g2,e7h4,30
d5d3,e1f2,26
g2h1,f4f3,24
d3c4,h4g3,24
c4a6,h6g5,4
a6b5,g5h4,6
b5b4,h4g5,2
h3h4,g5f5,4
f1h3,f5e5,2
b4b5,e5e4,5
b5b1,e4e3,5
b1c1,e3e2,4
c1c2,e2e1,1
c2e4,e1d2,3
e4d5,d2e1,6
d5e6,e1d2,4
e6a2,d2e3,5
a2e6,e3d2,4
e6d7,d2e3,7
d7e7,e3d2,4
e7d7,d2e3,7
d7e6,e3f4,4
e6h6,f4e5,1
h6g7,e5e4,3
g7h7,e4e3,4
h7e7,e3d2,4
e7g5,d2e2,7
g5e7,f2e3,4
e7e3,e2e3,1
h3f5,f3f2,14
h1g2,e3e2,14
f5c8,f2f1q,15
g2g3,f1f3,20
g3h2,e2f2,28
c8f5,f3g2,22
start,d2d4,19
d7d5,c1f4,26
b8c6,e2e3,30
e7e6,c2c3,37
h7h5,g1f3,38
f8e7,b1d2,37
a7a6,f1d3,38
e8f8,e1g1,48
g7g5,f4e5,43
h8h6,h2h3,44
g8f6,f3g5,44
c8d7,g2g4,51
f8e8,g4h5,49
f6g8,d2f3,51
c6e5,d4e5,40
e7g5,f3g5,36
d7c6,h3h4,39
d8e7,a2a3,39
a8b8,b2b4,39
b8d8,f2f4,38
c6b5,d3b5,38
a6b5,a3a4,32
e7d7,a4b5,33
g8e7,d1d4,38
e7f5,d4d3,38
f7f6,b5b6,40
f6e5,b6c7,43
d7c7,f4e5,42
c7c4,d3c2,40
b7b5,e3e4,44
f5g3,f1f3,43
g3e4,a1f1,44
e4g5,h4g5,37
c4g4,c2g2,4
g4g2,g1g2,0
h6h7,g5g6,26
h7e7,h5h6,26
e7d7,f3g3,26
d8c8,g6g7,28
d7e7,h6h7,32
e7a7,h7h8q,35
e8e7,h8c8,43
a7a2,f1f2,4
a2f2,g2f2,3
e7f7,g7g8q,35
f7e7,g8g7,41
d2d4,g7g6,19
e2e3,g8f6,20
g2g3,f8g7,22
f1g2,e8g8,25
g1e2,d7d6,24
e1g1,c8f5,31
b1c3,b8d7,35
e3e4,f5g4,33
d1d2,g4e2,34
f1e1,e2g4,38
a1b1,c7c5,35
d4c5,d6c5,37
f2f3,g4e6,33
e1d1,f6h5,34
d2e3,g7c3,38
b2c3,e6a2,34
b1b7,a2e6,32
e3h6,d8c8,30
b7b5,a7a6,31
b5a5,d7b6,29
g2f1,e6c4,31
h6g5,c4f1,36
d1f1,b6c4,30
a5c5,c8e6,35
f1f2,f8c8,38
c5d5,a8b8,38
g1g2,b8b1,43
g3g4,h5f6,45
d5d1,c4a3,45
e4e5,a3c2,44
f2e2,c8c3,47
h2h3,e6c4,48
d1d8,g8g7,1
start,d2d4,19
g8f6,c1f4,27
e7e6,e2e3,31
f8b4,c2c3,4
b4a5,f1d3,38
h7h6,g1f3,43
d7d5,e1g1,43
c8d7,b1d2,40
b8c6,b2b4,44
g7g5,b4a5,43
g5f4,e3f4,38
e8g8,d1c2,37
c6a5,d3h7,38
g8g7,f3h4,39
d7b5,h4g6,39
f7g6,c2g6,34
g7h8,f1e1,38
f6h7,e1e6,44
f8g8,g6h6,48
b5d7,e6g6,43
g8g6,h6g6,29
d8f6,f4f5,37
a8f8,g6h5,32
d7f5,h2h3,34
f5d3,d2f3,34
c7c6,f3e5,29
d3c2,e5d7,35
f6f2,g1h1,1
f8f7,h5e5,31
h8g8,e5e8,37
h7f8,a1e1,31
b7b6,e1e2,36
f2f1,h1h2,0
c2h7,g2g4,33
h7e4,e2g2,29
start,d2d4,19
g7g6,c1f4,27
f8g7,c2c3,31
b7b6,e2e3,32
c8b7,g1f3,39
h7h5,b1d2,38
a7a5,f1d3,39
g8f6,f4e5,48
b8c6,e5f6,46
c6b4,f6g7,47
b4d3,e1e2,1
b7a6,h1e1,39
d2d4,g7g6,19
g1f3,f8g7,20
e2e3,d7d6,24
f1d3,g8f6,31
c2c3,e8g8,33
b1d2,c8g4,31
e1g1,b8d7,33
e3e4,e7e5,33
h2h3,g4f3,32
d1f3,c7c6,28
f3d1,d6d5,30
a2a3,d5e4,29
d3c2,e4e3,29
d2f3,e3f2,32
f1f2,e5e4,30
f3h4,f6d5,29
d1g4,d7f6,42
g4g5,d8e7,33
c3c4,e4e3,38
f2f3,e3e2,39
c1e3,d5e3,44
f3e3,e7d8,39
g5e5,f6h5,34
e5e4,g7f6,38
h4f3,f8e8,36
e4e8,d8e8,1
e3e5,f6e5,34
f3e5,h5f4,30
a1b1,f7f6,33
b2b3,f6e5,34
d4d5,c6d5,34
g1f2,d5d4,36
b1c1,d4d3,36
b3b4,d3c2,36
c4c5,f4d3,35
f2g3,e2e1q,36
c1e1,d3e1,36
c5c6,b7c6,31
h3h4,c2c1q,28
g3f2,e5e4,39
a3a4,e4e3,40
f2f1,e1f3,37
f1e2,c1d2,44
e2f3,e3e2,40
f3g3,e2e1q,45
g3h2,e8e2,60
h4h5,e2g2,58
start,d2d4,19
f7f5,c1f4,27
d7d5,c2c3,30
e7e6,e2e3,31
b8c6,f1d3,38
g8f6,b1d2,41
h7h6,g1f3,47
g7g5,f4e5,45
h8g8,e1g1,44
g8g7,g2g3,40
b7b6,h2h4,39
g7f7,h4h5,40
c8b7,b2b3,39
f6h5,c3c4,37
g5g4,c4d5,33
c6b4,f3h4,36
d8d5,h4g6,37
f2f4,d7d5,19
h2h3,g8f6,27
g1f3,c7c6,29
d2d3,c8f5,30
b1c3,e7e6,34
g2g4,f5g6,36
f1g2,b8d7,34
h1f1,f8c5,35
a2a3,e8g8,42
f3e5,d7e5,37
d3d4,e5c4,39
e2e4,g6e4,42
g2e4,f6e4,41
c3e4,d5e4,41
d4c5,d8a5,40
b2b4,a5a4,35
h3h4,h7h6,35
g4g5,h6h5,35
f4f5,e6f5,33
f1f5,g7g6,31
f5f4,a8d8,32
d1d8,f8d8,26
a1a2,a7a5,37
e1e2,a5b4,33
f4e4,b4a3,37
c1e3,f7f5,34
e4e7,b7b5,31
e7e6,b5b4,32
e2f3,b4b3,32
a2a1,b3b2,33
a1e1,a3a2,36
e6g6,g8h7,3
g6g7,h7h8,1
g7a7,a4a7,37
e3d4,h8h7,4
g5g6,h7h6,2
d4e3,h6g7,3
e3h6,g7h6,4
e1e6,b2b1q,45
g6g7,h6g7,1
e6e7,a7e7,6
f3g2,e7e3,67
g2h2,b1c2,71
h2h1,a2a1q,70
start,d2d4,19
e7e6,c1f4,27
g8f6,e2e3,31
c7c5,f1d3,40
c5d4,e3d4,43
b8c6,g1f3,45
d7d5,b1d2,45
d8a5,e1g1,40
a5b6,b2b3,41
h7h5,f4g5,39
f8d6,g5f6,35
g7f6,h2h3,31
c8d7,f3h4,31
e8c8,d2f3,34
c8b8,c2c4,30
h8g8,c4c5,30
d6c5,d4c5,33
b6c5,a1c1,33
c5b6,a2a4,36
f6f5,d3b5,33
d8c8,b5c6,33
c8c6,f3e5,28
c6c7,e5f7,35
g8g7,f7e5,33
d7e8,h4g6,35
c7c5,d1h5,37
a7a5,h5h8,39
c5c7,h8e8,36
b8a7,c1c7,42
g7c7,e5d7,35
b6d6,e8b8,33
a7a6,d7e5,32
d6b6,g6f4,32
b6d6,e5d3,35
a6b6,b8a8,32
c7d7,f1b1,33
d6c6,b3b4,35
c6a4,b4a5,36
b6c7,a8b7,39
c7d6,b1b6,42
d6e7,b6e6,36
e7f8,e6f6,46
f8g7,f4h5,43
g7g8,b7b8,43
g8h7,d3e5,49
d7e7,e5f7,46
a4d1,g1h2,0
e7f7,f6f7,38
h7g6,b8g8,40
g6h5,f7h7,29
e2e4,g8f6,19
b1c3,d7d6,21
d2d4,g7g6,29
g1f3,f8g7,30
f1c4,e8g8,33
e1g1,e7e6,31
f1e1,d6d5,27
e4d5,e6d5,29
c4b5,c7c6,28
b5d3,c8g4,30
c1g5,g4f3,31
d1d2,f3g4,31
h2h3,g4f5,33
g5f6,g7f6,30
d2e3,f5d3,34
c2d3,b8d7,27
a1b1,f6g5,30
f2f4,g5h6,31
g2g3,g6g5,30
a2a3,g5f4,27
g3f4,d7f6,29
e1e2,f6h5,26
e2g2,g8h8,5
b1f1,h6f4,29
e3f3,d8f6,37
g1h1,a7a6,39
f3g4,f6h6,39
g4f3,b7b5,34
c3e2,f8e8,33
f1g1,f7f6,39
b2b4,f4g5,33
f3f2,e8g8,30
g1f1,a8e8,27
h1h2,g5f4,28
e2f4,g8g2,29
f4g2,e8g8,28
f1e1,h6g6,26
f2f3,g6g3,25
f3g3,g8g3,17
e1e3,g3e3,16
g2e3,h5f4,8
e3f5,f4d3,11
